year,round,grand_prix,finish_position,number,driver,constructor,stint_compounds,stint_lengths,total_stops,total_laps
2024,4,Japanese Grand Prix,4,16,LEC,Ferrari,"['M', 'M', 'H']","[1, 25, 27]",2,53
2024,4,Japanese Grand Prix,5,4,NOR,McLaren,"['M', 'M', 'H', 'H']","[1, 10, 15, 27]",3,53
2024,4,Japanese Grand Prix,6,14,ALO,Aston Martin,"['S', 'S', 'M', 'H']","[1, 12, 20, 20]",3,53
2024,4,Japanese Grand Prix,7,63,RUS,Mercedes,"['M', 'H', 'H', 'M']","[1, 21, 15, 16]",3,53
2024,4,Japanese Grand Prix,8,81,PIA,McLaren,"['M', 'M', 'H', 'H']","[1, 11, 20, 21]",3,53
2024,4,Japanese Grand Prix,9,44,HAM,Mercedes,"['M', 'H', 'H', 'M']","[1, 22, 16, 14]",3,53
2024,4,Japanese Grand Prix,10,22,TSU,RB,"['M', 'S', 'H', 'H']","[1, 6, 15, 30]",3,52
2024,4,Japanese Grand Prix,11,27,HUL,Haas F1 Team,"['S', 'S', 'H', 'H']","[1, 4, 28, 19]",3,52
2024,4,Japanese Grand Prix,12,18,STR,Aston Martin,"['S', 'S', 'M', 'H', 'S']","[1, 11, 10, 12, 18]",4,52
2024,4,Japanese Grand Prix,13,20,MAG,Haas F1 Team,"['M', 'M', 'H']","[1, 21, 30]",2,52
2024,4,Japanese Grand Prix,14,77,BOT,Kick Sauber,"['S', 'S', 'H', 'H']","[1, 5, 16, 30]",3,52
2024,4,Japanese Grand Prix,15,31,OCO,Alpine,"['S', 'H', 'H', 'M']","[1, 18, 14, 19]",3,52
2024,4,Japanese Grand Prix,16,10,GAS,Alpine,"['S', 'H', 'M', 'H']","[1, 15, 16, 20]",3,52
2024,4,Japanese Grand Prix,17,2,SAR,Williams,"['S', 'H', 'H', 'M', 'S']","[1, 21, 12, 7, 11]",4,52
2024,4,Japanese Grand Prix,DNF,24,ZHO,Kick Sauber,"['M', 'S', 'H', 'H']","[1, 6, 4, 1]",3,12
2024,4,Japanese Grand Prix,DNF,3,RIC,RB,['M'],[0],0,0
2024,4,Japanese Grand Prix,DNF,23,ALB,Williams,['S'],[0],0,0
2024,5,Chinese Grand Prix,1,1,VER,Red Bull Racing,"['M', 'H', 'H']","[13, 10, 33]",2,56
2024,5,Chinese Grand Prix,2,4,NOR,McLaren,"['M', 'H']","[22, 34]",1,56
2024,5,Chinese Grand Prix,3,11,PER,Red Bull Racing,"['M', 'H', 'H']","[13, 10, 33]",2,56
2024,5,Chinese Grand Prix,4,16,LEC,Ferrari,"['M', 'H']","[21, 35]",1,56
2024,5,Chinese Grand Prix,5,55,SAI,Ferrari,"['M', 'H']","[17, 39]",1,56
2024,5,Chinese Grand Prix,6,63,RUS,Mercedes,"['M', 'M', 'H']","[11, 12, 33]",2,56
2024,5,Chinese Grand Prix,7,14,ALO,Aston Martin,"['M', 'H', 'S', 'M']","[11, 12, 20, 13]",3,56
2024,5,Chinese Grand Prix,8,81,PIA,McLaren,"['M', 'M', 'H']","[16, 8, 32]",2,56
2024,5,Chinese Grand Prix,9,44,HAM,Mercedes,"['S', 'M', 'H']","[9, 12, 35]",2,56
2024,5,Chinese Grand Prix,10,27,HUL,Haas F1 Team,"['M', 'H', 'H']","[8, 15, 33]",2,56
2024,5,Chinese Grand Prix,11,31,OCO,Alpine,"['M', 'H', 'H']","[9, 14, 33]",2,56
2024,5,Chinese Grand Prix,12,23,ALB,Williams,"['M', 'M', 'H']","[9, 14, 33]",2,56
2024,5,Chinese Grand Prix,13,10,GAS,Alpine,"['M', 'H', 'H', 'M']","[11, 12, 15, 18]",3,56
2024,5,Chinese Grand Prix,14,24,ZHO,Kick Sauber,"['M', 'H', 'H', 'S']","[8, 15, 17, 16]",3,56
2024,5,Chinese Grand Prix,15,18,STR,Aston Martin,"['S', 'M', 'H', 'M', 'H']","[9, 12, 5, 9, 21]",4,56
2024,5,Chinese Grand Prix,16,20,MAG,Haas F1 Team,"['H', 'H', 'M']","[17, 10, 29]",2,56
2024,5,Chinese Grand Prix,17,2,SAR,Williams,"['S', 'M', 'H']","[12, 12, 32]",2,56
2024,5,Chinese Grand Prix,DNF,3,RIC,RB,"['M', 'M']","[14, 19]",1,33
2024,5,Chinese Grand Prix,DNF,22,TSU,RB,"['S', 'M', 'H']","[7, 15, 4]",2,26
2024,5,Chinese Grand Prix,DNF,77,BOT,Kick Sauber,"['M', 'H']","[8, 11]",1,19
2024,6,Miami Grand Prix,1,4,NOR,McLaren,"['M', 'H']","[29, 28]",1,57
2024,6,Miami Grand Prix,2,1,VER,Red Bull Racing,"['M', 'H']","[23, 34]",1,57
2024,6,Miami Grand Prix,3,16,LEC,Ferrari,"['M', 'H']","[19, 38]",1,57
2024,6,Miami Grand Prix,4,11,PER,Red Bull Racing,"['M', 'H', 'M']","[17, 11, 29]",2,57
2024,6,Miami Grand Prix,5,55,SAI,Ferrari,"['M', 'H']","[27, 30]",1,57
2024,6,Miami Grand Prix,6,44,HAM,Mercedes,"['H', 'M']","[26, 31]",1,57
2024,6,Miami Grand Prix,7,22,TSU,RB,"['M', 'H']","[28, 29]",1,57
2024,6,Miami Grand Prix,8,63,RUS,Mercedes,"['M', 'H']","[24, 33]",1,57
2024,6,Miami Grand Prix,9,14,ALO,Aston Martin,"['H', 'M']","[22, 35]",1,57
2024,6,Miami Grand Prix,10,31,OCO,Alpine,"['M', 'H']","[22, 35]",1,57
2024,6,Miami Grand Prix,11,27,HUL,Haas F1 Team,"['M', 'H', 'M']","[12, 16, 29]",2,57
2024,6,Miami Grand Prix,12,10,GAS,Alpine,"['M', 'H']","[12, 45]",1,57
2024,6,Miami Grand Prix,13,81,PIA,McLaren,"['M', 'H', 'M']","[27, 13, 17]",2,57
2024,6,Miami Grand Prix,14,24,ZHO,Kick Sauber,"['M', 'S']","[28, 29]",1,57
2024,6,Miami Grand Prix,15,3,RIC,RB,"['H', 'M']","[28, 29]",1,57
2024,6,Miami Grand Prix,16,77,BOT,Kick Sauber,"['S', 'H', 'M']","[11, 18, 28]",2,57
2024,6,Miami Grand Prix,17,18,STR,Aston Martin,"['M', 'H', 'M']","[11, 17, 29]",2,57
2024,6,Miami Grand Prix,18,23,ALB,Williams,"['M', 'H', 'S']","[10, 43, 4]",2,57
2024,6,Miami Grand Prix,19,20,MAG,Haas F1 Team,"['H', 'M', 'M', 'M']","[22, 6, 3, 26]",3,57
2024,6,Miami Grand Prix,DNF,2,SAR,Williams,"['M', 'H']","[10, 17]",1,27
2024,7,Emilia Romagna Grand Prix,1,1,VER,Red Bull Racing,"['M', 'H']","[24, 39]",1,63
2024,7,Emilia Romagna Grand Prix,2,4,NOR,McLaren,"['M', 'H']","[22, 41]",1,63
2024,7,Emilia Romagna Grand Prix,3,16,LEC,Ferrari,"['M', 'H']","[25, 38]",1,63
2024,7,Emilia Romagna Grand Prix,4,81,PIA,McLaren,"['M', 'H']","[23, 40]",1,63
2024,7,Emilia Romagna Grand Prix,5,55,SAI,Ferrari,"['M', 'H']","[27, 36]",1,63
2024,7,Emilia Romagna Grand Prix,6,44,HAM,Mercedes,"['M', 'H']","[27, 36]",1,63
2024,7,Emilia Romagna Grand Prix,7,63,RUS,Mercedes,"['M', 'H', 'M']","[21, 31, 11]",2,63
2024,7,Emilia Romagna Grand Prix,8,11,PER,Red Bull Racing,"['H', 'M']","[37, 26]",1,63
2024,7,Emilia Romagna Grand Prix,9,18,STR,Aston Martin,"['M', 'H']","[37, 26]",1,63
2024,7,Emilia Romagna Grand Prix,10,22,TSU,RB,"['M', 'H']","[12, 50]",1,62
2024,7,Emilia Romagna Grand Prix,11,27,HUL,Haas F1 Team,"['M', 'H']","[13, 49]",1,62
2024,7,Emilia Romagna Grand Prix,12,20,MAG,Haas F1 Team,"['M', 'H']","[37, 25]",1,62
2024,7,Emilia Romagna Grand Prix,13,3,RIC,RB,"['M', 'H']","[11, 51]",1,62
2024,7,Emilia Romagna Grand Prix,14,31,OCO,Alpine,"['M', 'H']","[25, 37]",1,62
2024,7,Emilia Romagna Grand Prix,15,24,ZHO,Kick Sauber,"['H', 'M']","[33, 29]",1,62
2024,7,Emilia Romagna Grand Prix,16,10,GAS,Alpine,"['S', 'H', 'M']","[8, 22, 32]",2,62
2024,7,Emilia Romagna Grand Prix,17,2,SAR,Williams,"['H', 'M']","[31, 31]",1,62
2024,7,Emilia Romagna Grand Prix,18,77,BOT,Kick Sauber,"['M', 'H']","[8, 54]",1,62
2024,7,Emilia Romagna Grand Prix,19,14,ALO,Aston Martin,"['S', 'H', 'M', 'S']","[7, 33, 19, 3]",3,62
2024,7,Emilia Romagna Grand Prix,DNF,23,ALB,Williams,"['M', 'H', 'M', 'M', 'M']","[8, 1, 14, 5, 23]",4,51
2024,8,Monaco Grand Prix,1,16,LEC,Ferrari,"['M', 'H']","[1, 77]",1,78
2024,8,Monaco Grand Prix,2,81,PIA,McLaren,"['M', 'H']","[1, 77]",1,78
2024,8,Monaco Grand Prix,3,55,SAI,Ferrari,"['M', 'H']","[1, 77]",1,78
2024,8,Monaco Grand Prix,4,4,NOR,McLaren,"['M', 'H']","[1, 77]",1,78
2024,8,Monaco Grand Prix,5,63,RUS,Mercedes,"['H', 'M']","[1, 77]",1,78
2024,8,Monaco Grand Prix,6,1,VER,Red Bull Racing,"['H', 'M', 'H']","[1, 51, 26]",2,78
2024,8,Monaco Grand Prix,7,44,HAM,Mercedes,"['H', 'M', 'H']","[1, 50, 27]",2,78
2024,8,Monaco Grand Prix,8,22,TSU,RB,"['M', 'H']","[1, 76]",1,77
2024,8,Monaco Grand Prix,9,23,ALB,Williams,"['M', 'H']","[1, 76]",1,77
2024,8,Monaco Grand Prix,10,10,GAS,Alpine,"['H', 'M']","[1, 76]",1,77
2024,8,Monaco Grand Prix,11,14,ALO,Aston Martin,"['H', 'M']","[1, 75]",1,76
2024,8,Monaco Grand Prix,12,3,RIC,RB,"['M', 'H']","[1, 75]",1,76
2024,8,Monaco Grand Prix,13,77,BOT,Kick Sauber,"['H', 'M', 'H']","[1, 14, 61]",2,76
2024,8,Monaco Grand Prix,14,18,STR,Aston Martin,"['H', 'M', 'H', 'S']","[1, 41, 6, 28]",3,76
2024,8,Monaco Grand Prix,15,2,SAR,Williams,"['H', 'H', 'M']","[1, 56, 19]",2,76
2024,8,Monaco Grand Prix,16,24,ZHO,Kick Sauber,"['M', 'H', 'S']","[1, 69, 6]",2,76
2024,8,Monaco Grand Prix,DNF,31,OCO,Alpine,['H'],[0],0,0
2024,8,Monaco Grand Prix,DNF,11,PER,Red Bull Racing,['H'],[0],0,0
2024,8,Monaco Grand Prix,DNF,27,HUL,Haas F1 Team,['M'],[0],0,0
2024,8,Monaco Grand Prix,DNF,20,MAG,Haas F1 Team,['H'],[0],0,0
2024,9,Canadian Grand Prix,1,1,VER,Red Bull Racing,"['I', 'I', 'M']","[25, 20, 25]",2,70
2024,9,Canadian Grand Prix,2,4,NOR,McLaren,"['I', 'I', 'M']","[26, 21, 23]",2,70
2024,9,Canadian Grand Prix,3,63,RUS,Mercedes,"['I', 'I', 'H', 'M']","[25, 20, 9, 16]",3,70
2024,9,Canadian Grand Prix,4,44,HAM,Mercedes,"['I', 'I', 'M', 'H']","[25, 18, 11, 16]",3,70
2024,9,Canadian Grand Prix,5,81,PIA,McLaren,"['I', 'I', 'M']","[25, 19, 26]",2,70
2024,9,Canadian Grand Prix,6,14,ALO,Aston Martin,"['I', 'I', 'H']","[25, 19, 26]",2,70
2024,9,Canadian Grand Prix,7,18,STR,Aston Martin,"['I', 'I', 'H']","[25, 19, 26]",2,70
2024,9,Canadian Grand Prix,8,3,RIC,RB,"['I', 'I', 'M']","[26, 17, 27]",2,70
2024,9,Canadian Grand Prix,9,10,GAS,Alpine,"['I', 'I', 'H']","[25, 15, 30]",2,70
2024,9,Canadian Grand Prix,10,31,OCO,Alpine,"['I', 'M']","[44, 26]",1,70
2024,9,Canadian Grand Prix,11,27,HUL,Haas F1 Team,"['W', 'I', 'I', 'M']","[12, 13, 19, 26]",3,70
2024,9,Canadian Grand Prix,12,20,MAG,Haas F1 Team,"['W', 'I', 'I', 'M', 'M']","[7, 18, 16, 13, 16]",4,70
2024,9,Canadian Grand Prix,13,77,BOT,Kick Sauber,"['I', 'M']","[42, 28]",1,70
2024,9,Canadian Grand Prix,14,22,TSU,RB,"['I', 'M']","[44, 26]",1,70
2024,9,Canadian Grand Prix,15,24,ZHO,Kick Sauber,"['I', 'I', 'M', 'M']","[24, 20, 8, 17]",3,69
2024,9,Canadian Grand Prix,DNF,55,SAI,Ferrari,"['I', 'I', 'M']","[24, 18, 10]",2,52
2024,9,Canadian Grand Prix,DNF,23,ALB,Williams,"['I', 'I', 'M']","[24, 19, 9]",2,52
2024,9,Canadian Grand Prix,DNF,11,PER,Red Bull Racing,"['I', 'I', 'M']","[24, 18, 9]",2,51
2024,9,Canadian Grand Prix,DNF,16,LEC,Ferrari,"['I', 'I', 'H', 'I']","[24, 3, 3, 10]",3,40
2024,9,Canadian Grand Prix,DNF,2,SAR,Williams,['I'],[23],0,23
2024,10,Spanish Grand Prix,1,1,VER,Red Bull Racing,"['S', 'M', 'S']","[17, 27, 22]",2,66
2024,10,Spanish Grand Prix,2,4,NOR,McLaren,"['S', 'M', 'S']","[23, 24, 19]",2,66
2024,10,Spanish Grand Prix,3,44,HAM,Mercedes,"['S', 'M', 'S']","[16, 27, 23]",2,66
2024,10,Spanish Grand Prix,4,63,RUS,Mercedes,"['S', 'M', 'H']","[15, 21, 30]",2,66
2024,10,Spanish Grand Prix,5,16,LEC,Ferrari,"['S', 'M', 'S']","[24, 23, 19]",2,66
2024,10,Spanish Grand Prix,6,55,SAI,Ferrari,"['S', 'M', 'H']","[15, 21, 30]",2,66
2024,10,Spanish Grand Prix,7,81,PIA,McLaren,"['S', 'M', 'S']","[21, 25, 20]",2,66
2024,10,Spanish Grand Prix,8,11,PER,Red Bull Racing,"['S', 'S', 'M', 'S']","[13, 18, 18, 17]",3,66
2024,10,Spanish Grand Prix,9,10,GAS,Alpine,"['S', 'M', 'H']","[14, 24, 28]",2,66
2024,10,Spanish Grand Prix,10,31,OCO,Alpine,"['S', 'M', 'H']","[13, 24, 29]",2,66
2024,10,Spanish Grand Prix,11,27,HUL,Haas F1 Team,"['S', 'M', 'H']","[12, 26, 28]",2,66
2024,10,Spanish Grand Prix,12,14,ALO,Aston Martin,"['S', 'M', 'H']","[19, 26, 20]",2,65
2024,10,Spanish Grand Prix,13,24,ZHO,Kick Sauber,"['S', 'M', 'H']","[9, 32, 24]",2,65
2024,10,Spanish Grand Prix,14,18,STR,Aston Martin,"['S', 'M', 'H']","[17, 20, 28]",2,65
2024,10,Spanish Grand Prix,15,3,RIC,RB,"['S', 'M', 'H']","[16, 26, 23]",2,65
2024,10,Spanish Grand Prix,16,77,BOT,Kick Sauber,"['S', 'S', 'H']","[11, 17, 37]",2,65
2024,10,Spanish Grand Prix,17,20,MAG,Haas F1 Team,"['S', 'M', 'H']","[10, 19, 36]",2,65
2024,10,Spanish Grand Prix,18,23,ALB,Williams,"['M', 'S', 'S']","[18, 25, 22]",2,65
2024,10,Spanish Grand Prix,19,22,TSU,RB,"['S', 'M', 'H', 'S']","[9, 18, 17, 21]",3,65
2024,10,Spanish Grand Prix,20,2,SAR,Williams,"['S', 'M', 'H']","[14, 20, 30]",2,64
2024,11,Austrian Grand Prix,1,63,RUS,Mercedes,"['M', 'M', 'H']","[22, 24, 25]",2,71
2024,11,Austrian Grand Prix,2,81,PIA,McLaren,"['M', 'H', 'M']","[25, 26, 20]",2,71
2024,11,Austrian Grand Prix,3,55,SAI,Ferrari,"['M', 'H', 'M']","[22, 25, 24]",2,71
2024,11,Austrian Grand Prix,4,44,HAM,Mercedes,"['M', 'H', 'M']","[21, 32, 18]",2,71
2024,11,Austrian Grand Prix,5,1,VER,Red Bull Racing,"['M', 'H', 'M', 'S']","[23, 28, 13, 7]",3,71
2024,11,Austrian Grand Prix,6,27,HUL,Haas F1 Team,"['M', 'H', 'H']","[11, 28, 32]",2,71
2024,11,Austrian Grand Prix,7,11,PER,Red Bull Racing,"['M', 'H', 'M']","[21, 30, 20]",2,71
2024,11,Austrian Grand Prix,8,20,MAG,Haas F1 Team,"['M', 'H', 'H']","[10, 28, 33]",2,71
2024,11,Austrian Grand Prix,9,3,RIC,RB,"['M', 'H', 'H']","[10, 27, 34]",2,71
2024,11,Austrian Grand Prix,10,10,GAS,Alpine,"['M', 'H', 'M']","[20, 22, 29]",2,71
2024,11,Austrian Grand Prix,11,16,LEC,Ferrari,"['M', 'H', 'M', 'M', 'M']","[1, 15, 17, 18, 20]",4,71
2024,11,Austrian Grand Prix,12,31,OCO,Alpine,"['M', 'H', 'M']","[19, 24, 28]",2,71
2024,11,Austrian Grand Prix,13,18,STR,Aston Martin,"['M', 'M', 'H']","[20, 23, 27]",2,70
2024,11,Austrian Grand Prix,14,22,TSU,RB,"['M', 'H', 'H']","[21, 23, 26]",2,70
2024,11,Austrian Grand Prix,15,23,ALB,Williams,"['M', 'H', 'H']","[12, 27, 31]",2,70
2024,11,Austrian Grand Prix,16,77,BOT,Kick Sauber,"['M', 'H', 'H']","[19, 23, 28]",2,70
2024,11,Austrian Grand Prix,17,24,ZHO,Kick Sauber,"['H', 'M', 'H']","[28, 23, 19]",2,70
2024,11,Austrian Grand Prix,18,14,ALO,Aston Martin,"['M', 'M', 'H', 'S']","[11, 24, 33, 2]",3,70
2024,11,Austrian Grand Prix,19,2,SAR,Williams,"['M', 'M', 'H', 'M']","[1, 19, 29, 20]",3,69
2024,11,Austrian Grand Prix,20,4,NOR,McLaren,"['M', 'H', 'M']","[23, 28, 13]",2,64
2024,12,British Grand Prix,1,44,HAM,Mercedes,"['M', 'I', 'S']","[27, 11, 14]",2,52
2024,12,British Grand Prix,2,1,VER,Red Bull Racing,"['M', 'I', 'H']","[26, 12, 14]",2,52
2024,12,British Grand Prix,3,4,NOR,McLaren,"['M', 'I', 'S']","[27, 12, 13]",2,52
2024,12,British Grand Prix,4,81,PIA,McLaren,"['M', 'I', 'M']","[28, 10, 14]",2,52
2024,12,British Grand Prix,5,55,SAI,Ferrari,"['M', 'I', 'H', 'S']","[26, 13, 11, 2]",3,52
2024,12,British Grand Prix,6,27,HUL,Haas F1 Team,"['M', 'I', 'S']","[26, 13, 13]",2,52
2024,12,British Grand Prix,7,18,STR,Aston Martin,"['M', 'I', 'M']","[26, 13, 13]",2,52
2024,12,British Grand Prix,8,14,ALO,Aston Martin,"['M', 'I', 'M']","[27, 11, 14]",2,52
2024,12,British Grand Prix,9,23,ALB,Williams,"['M', 'I', 'M']","[27, 11, 14]",2,52
2024,12,British Grand Prix,10,22,TSU,RB,"['M', 'I', 'S']","[27, 11, 14]",2,52
2024,12,British Grand Prix,11,2,SAR,Williams,"['M', 'I', 'S']","[27, 11, 14]",2,52
2024,12,British Grand Prix,12,20,MAG,Haas F1 Team,"['M', 'I', 'S']","[27, 10, 15]",2,52
2024,12,British Grand Prix,13,3,RIC,RB,"['M', 'I', 'S']","[26, 11, 14]",2,51
2024,12,British Grand Prix,14,16,LEC,Ferrari,"['M', 'I', 'I', 'S']","[19, 8, 10, 14]",3,51
2024,12,British Grand Prix,15,77,BOT,Kick Sauber,"['M', 'I', 'S']","[26, 11, 14]",2,51
2024,12,British Grand Prix,16,31,OCO,Alpine,"['S', 'I', 'M', 'I', 'M']","[19, 2, 5, 12, 12]",4,50
2024,12,British Grand Prix,17,11,PER,Red Bull Racing,"['H', 'I', 'I', 'M', 'S']","[19, 9, 9, 10, 3]",4,50
2024,12,British Grand Prix,18,24,ZHO,Kick Sauber,"['S', 'M', 'I', 'I', 'S']","[12, 7, 7, 11, 13]",4,50
2024,12,British Grand Prix,DNF,63,RUS,Mercedes,"['M', 'I']","[27, 6]",1,33
2024,12,British Grand Prix,DNS,10,GAS,Alpine,['M'],[0],0,0
2024,13,Hungarian Grand Prix,1,81,PIA,McLaren,"['M', 'H', 'M']","[18, 29, 23]",2,70
2024,13,Hungarian Grand Prix,2,4,NOR,McLaren,"['M', 'H', 'M']","[17, 28, 25]",2,70
2024,13,Hungarian Grand Prix,3,44,HAM,Mercedes,"['M', 'H', 'H']","[16, 24, 30]",2,70
2024,13,Hungarian Grand Prix,4,16,LEC,Ferrari,"['M', 'H', 'M']","[23, 17, 30]",2,70
2024,13,Hungarian Grand Prix,5,1,VER,Red Bull Racing,"['M', 'H', 'M']","[21, 28, 21]",2,70
2024,13,Hungarian Grand Prix,6,55,SAI,Ferrari,"['M', 'H', 'M']","[21, 26, 23]",2,70
2024,13,Hungarian Grand Prix,7,11,PER,Red Bull Racing,"['H', 'M', 'M']","[28, 19, 23]",2,70
2024,13,Hungarian Grand Prix,8,63,RUS,Mercedes,"['H', 'M', 'H']","[33, 20, 17]",2,70
2024,13,Hungarian Grand Prix,9,22,TSU,RB,"['M', 'H']","[29, 41]",1,70
2024,13,Hungarian Grand Prix,10,18,STR,Aston Martin,"['S', 'M', 'H']","[14, 31, 25]",2,70
2024,13,Hungarian Grand Prix,11,14,ALO,Aston Martin,"['S', 'M', 'H']","[7, 30, 33]",2,70
2024,13,Hungarian Grand Prix,12,3,RIC,RB,"['M', 'H', 'H']","[7, 21, 41]",2,69
2024,13,Hungarian Grand Prix,13,27,HUL,Haas F1 Team,"['M', 'H', 'H']","[2, 27, 40]",2,69
2024,13,Hungarian Grand Prix,14,23,ALB,Williams,"['S', 'H', 'H']","[6, 23, 40]",2,69
2024,13,Hungarian Grand Prix,15,20,MAG,Haas F1 Team,"['S', 'H', 'H']","[6, 28, 35]",2,69
2024,13,Hungarian Grand Prix,16,77,BOT,Kick Sauber,"['M', 'H', 'H']","[16, 29, 24]",2,69
2024,13,Hungarian Grand Prix,17,2,SAR,Williams,"['M', 'H', 'H', 'S']","[8, 25, 30, 6]",3,69
2024,13,Hungarian Grand Prix,18,31,OCO,Alpine,"['M', 'H', 'H', 'S']","[6, 24, 34, 5]",3,69
2024,13,Hungarian Grand Prix,19,24,ZHO,Kick Sauber,"['M', 'H', 'H']","[7, 29, 33]",2,69
2024,13,Hungarian Grand Prix,DNF,10,GAS,Alpine,"['H', 'M']","[28, 5]",1,33
2024,14,Belgian Grand Prix,1,44,HAM,Mercedes,"['M', 'H', 'H']","[11, 15, 18]",2,44
2024,14,Belgian Grand Prix,2,81,PIA,McLaren,"['M', 'H', 'H']","[11, 19, 14]",2,44
2024,14,Belgian Grand Prix,3,16,LEC,Ferrari,"['M', 'H', 'H']","[12, 13, 19]",2,44
2024,14,Belgian Grand Prix,4,1,VER,Red Bull Racing,"['M', 'H', 'M']","[10, 18, 16]",2,44
2024,14,Belgian Grand Prix,5,4,NOR,McLaren,"['M', 'H', 'H']","[15, 14, 15]",2,44
2024,14,Belgian Grand Prix,6,55,SAI,Ferrari,"['H', 'M', 'H']","[20, 8, 16]",2,44
2024,14,Belgian Grand Prix,7,11,PER,Red Bull Racing,"['M', 'M', 'H', 'S']","[11, 10, 21, 2]",3,44
2024,14,Belgian Grand Prix,8,14,ALO,Aston Martin,"['M', 'M']","[13, 31]",1,44
2024,14,Belgian Grand Prix,9,31,OCO,Alpine,"['M', 'H', 'H']","[12, 18, 14]",2,44
2024,14,Belgian Grand Prix,10,3,RIC,RB,"['S', 'M', 'S']","[8, 13, 23]",2,44
2024,14,Belgian Grand Prix,11,18,STR,Aston Martin,"['M', 'M']","[12, 32]",1,44
2024,14,Belgian Grand Prix,12,23,ALB,Williams,"['M', 'M', 'H']","[8, 15, 21]",2,44
2024,14,Belgian Grand Prix,13,10,GAS,Alpine,"['M', 'H', 'H']","[9, 19, 16]",2,44
2024,14,Belgian Grand Prix,14,20,MAG,Haas F1 Team,"['M', 'H']","[17, 27]",1,44
2024,14,Belgian Grand Prix,15,77,BOT,Kick Sauber,"['M', 'H', 'M']","[11, 24, 9]",2,44
2024,14,Belgian Grand Prix,16,22,TSU,RB,"['M', 'S']","[15, 29]",1,44
2024,14,Belgian Grand Prix,17,2,SAR,Williams,"['M', 'M', 'H']","[8, 16, 20]",2,44
2024,14,Belgian Grand Prix,18,27,HUL,Haas F1 Team,"['M', 'H', 'M']","[7, 13, 24]",2,44
2024,14,Belgian Grand Prix,DNF,24,ZHO,Kick Sauber,['H'],[5],0,5
2024,14,Belgian Grand Prix,DSQ,63,RUS,Mercedes,"['M', 'H']","[10, 34]",1,44
2024,15,Dutch Grand Prix,1,4,NOR,McLaren,"['M', 'H']","[28, 44]",1,72
2024,15,Dutch Grand Prix,2,1,VER,Red Bull Racing,"['M', 'H']","[27, 45]",1,72
2024,15,Dutch Grand Prix,3,16,LEC,Ferrari,"['M', 'H']","[24, 48]",1,72
2024,15,Dutch Grand Prix,4,81,PIA,McLaren,"['M', 'H']","[33, 39]",1,72
2024,15,Dutch Grand Prix,5,55,SAI,Ferrari,"['M', 'H']","[30, 42]",1,72
2024,15,Dutch Grand Prix,6,11,PER,Red Bull Racing,"['M', 'H']","[29, 43]",1,72
2024,15,Dutch Grand Prix,7,63,RUS,Mercedes,"['M', 'H', 'S']","[25, 29, 18]",2,72
2024,15,Dutch Grand Prix,8,44,HAM,Mercedes,"['S', 'H', 'S']","[23, 25, 24]",2,72
2024,15,Dutch Grand Prix,9,10,GAS,Alpine,"['M', 'H']","[32, 39]",1,71
2024,15,Dutch Grand Prix,10,14,ALO,Aston Martin,"['M', 'H']","[31, 40]",1,71
2024,15,Dutch Grand Prix,11,27,HUL,Haas F1 Team,"['M', 'H']","[14, 57]",1,71
2024,15,Dutch Grand Prix,12,3,RIC,RB,"['M', 'H']","[29, 42]",1,71
2024,15,Dutch Grand Prix,13,18,STR,Aston Martin,"['M', 'H']","[30, 41]",1,71
2024,15,Dutch Grand Prix,14,23,ALB,Williams,"['M', 'H', 'M']","[12, 42, 17]",2,71
2024,15,Dutch Grand Prix,15,31,OCO,Alpine,"['M', 'H']","[30, 41]",1,71
2024,15,Dutch Grand Prix,16,2,SAR,Williams,"['M', 'H']","[22, 49]",1,71
2024,15,Dutch Grand Prix,17,22,TSU,RB,"['S', 'M', 'H']","[14, 18, 39]",2,71
2024,15,Dutch Grand Prix,18,20,MAG,Haas F1 Team,"['H', 'M']","[40, 31]",1,71
2024,15,Dutch Grand Prix,19,77,BOT,Kick Sauber,"['S', 'H', 'M']","[15, 28, 27]",2,70
2024,15,Dutch Grand Prix,20,24,ZHO,Kick Sauber,"['M', 'H', 'S']","[18, 33, 19]",2,70
2024,16,Italian Grand Prix,1,16,LEC,Ferrari,"['M', 'H']","[15, 38]",1,53
2024,16,Italian Grand Prix,2,81,PIA,McLaren,"['M', 'H', 'H']","[16, 22, 15]",2,53
2024,16,Italian Grand Prix,3,4,NOR,McLaren,"['M', 'H', 'H']","[14, 18, 21]",2,53
2024,16,Italian Grand Prix,4,55,SAI,Ferrari,"['M', 'H']","[19, 34]",1,53
2024,16,Italian Grand Prix,5,44,HAM,Mercedes,"['M', 'H', 'H']","[15, 22, 16]",2,53
2024,16,Italian Grand Prix,6,1,VER,Red Bull Racing,"['H', 'H', 'M']","[22, 19, 12]",2,53
2024,16,Italian Grand Prix,7,63,RUS,Mercedes,"['M', 'H', 'H']","[11, 22, 20]",2,53
2024,16,Italian Grand Prix,8,11,PER,Red Bull Racing,"['H', 'H', 'M']","[23, 12, 18]",2,53
2024,16,Italian Grand Prix,9,23,ALB,Williams,"['M', 'H']","[17, 36]",1,53
2024,16,Italian Grand Prix,10,20,MAG,Haas F1 Team,"['M', 'H']","[14, 39]",1,53
2024,16,Italian Grand Prix,11,14,ALO,Aston Martin,"['M', 'H', 'H']","[12, 23, 18]",2,53
